"","Age","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","Brand"
"3405",10,"Pune",163000,"Diesel","Manual","First",19.01,1461,108.5,5,5,"Nissan"
"3406",13,"Chennai",42000,"Petrol","Manual","Second",17.71,1197,78.9,5,3.75,"Toyota"
"3408",9,"Chennai",32200,"Petrol","Manual","Second",18.16,1196,86.8,5,4.25,"Ford"
"3410",10,"Bangalore",40000,"Diesel","Automatic","First",17.11,1968,174.33,5,22.5,"Audi"
"3411",18,"Delhi",150000,"Petrol","Manual","First",12.4,1998,132,8,4.5,"Toyota"
"3412",17,"Jaipur",140000,"Petrol","Manual","First",15.26,1150,74.9,5,0.9,"Chevrolet"
"3413",18,"Hyderabad",63181,"Petrol","Manual","First",15.3,1341,83,5,1.85,"Hyundai"
"3416",10,"Coimbatore",70374,"Diesel","Manual","First",22.7,1498,89.84,5,7.34,"Ford"
"3418",8,"Delhi",13460,"Petrol","Manual","First",18.6,1197,81.86,5,6.45,"Hyundai"
"3420",9,"Kolkata",58589,"Diesel","Automatic","First",15.26,2143,203.2,5,27.75,"Mercedes-Benz"
"3421",19,"Jaipur",115000,"Petrol","Manual","Second",17.3,1061,64,5,0.99,"Maruti"
"3422",8,"Pune",75000,"Diesel","Automatic","First",12.62,2198,158,7,24,"Ford"
"3424",7,"Ahmedabad",32248,"Petrol","Manual","First",17.5,1199,88.7,5,8.25,"Honda"
"3425",11,"Bangalore",74000,"Petrol","Manual","First",16.47,1198,73.9,5,4.65,"Volkswagen"
"3426",10,"Mumbai",56100,"Petrol","Manual","First",13.7,1997,153.86,5,9.75,"Honda"
"3428",10,"Kolkata",33000,"Petrol","Manual","First",19.1,1197,85.8,5,3.99,"Maruti"
"3429",8,"Coimbatore",18090,"Diesel","Automatic","First",16.2,2993,258,5,45.73,"BMW"
"3430",10,"Kochi",71390,"Diesel","Manual","First",22.7,1498,89.84,5,5.27,"Ford"
"3431",10,"Mumbai",41000,"CNG","Manual","First",26.2,998,58.2,5,3.5,"Maruti"
"3432",8,"Ahmedabad",67000,"Diesel","Manual","First",26,1498,98.6,5,7.25,"Honda"
"3433",16,"Chennai",99000,"Diesel","Manual","Second",17,1405,70,5,1.6,"Tata"
"3434",10,"Pune",142000,"Diesel","Manual","Second",19.01,1461,108.45,5,6,"Renault"
"3435",14,"Chennai",26966,"Petrol","Manual","First",20.36,1197,78.9,5,3,"Hyundai"
"3436",9,"Mumbai",27628,"Petrol","Manual","First",18.7,1199,88.7,5,4.95,"Honda"
"3439",8,"Coimbatore",26981,"Petrol","Manual","First",16.47,1198,73.9,5,6.16,"Volkswagen"
"3440",14,"Hyderabad",110471,"Diesel","Manual","First",21.1,1248,73.9,5,3.5,"Maruti"
"3441",10,"Jaipur",69000,"Petrol","Manual","First",19.5,1199,88.76,5,4.5,"Honda"
"3442",7,"Hyderabad",12000,"Petrol","Manual","First",18.6,1197,81.83,5,7.75,"Hyundai"
"3443",10,"Hyderabad",77500,"Diesel","Manual","First",20.45,1461,83.8,5,6.6,"Renault"
"3444",10,"Kochi",48031,"Petrol","Manual","First",18.9,1197,82,5,4.98,"Hyundai"
"3445",16,"Chennai",170000,"Diesel","Automatic","Third",16.07,1995,181,5,9.75,"BMW"
"3446",10,"Mumbai",69565,"Diesel","Manual","First",22.7,1498,89.84,5,5.55,"Ford"
"3447",8,"Hyderabad",45492,"Diesel","Automatic","First",21.5,1498,108.5,5,10.3,"Volkswagen"
"3448",13,"Chennai",85000,"Petrol","Automatic","Second",11.7,2354,177.6,5,7.5,"Honda"
"3449",16,"Hyderabad",55902,"Petrol","Manual","First",14.49,1399,92.7,5,1.8,"Chevrolet"
"3450",7,"Hyderabad",18500,"Petrol","Manual","First",16.2,1199,74,5,6.25,"Volkswagen"
"3451",9,"Hyderabad",129750,"Diesel","Manual","Second",14.95,2489,93.7,7,6.8,"Mahindra"
"3452",15,"Hyderabad",50902,"Petrol","Automatic","First",19.2,1197,80,5,3,"Hyundai"
"3453",9,"Coimbatore",84725,"Diesel","Manual","First",15.1,2179,140,7,11.6,"Mahindra"
"3454",11,"Mumbai",40000,"Diesel","Manual","Second",22.7,1582,126.24,5,6.95,"Hyundai"
"3455",14,"Mumbai",60000,"Petrol","Manual","Third",14.3,1798,160,5,3.5,"Volkswagen"
"3456",10,"Coimbatore",33496,"Petrol","Manual","First",18.9,1197,81.86,5,5.5,"Hyundai"
"3457",9,"Mumbai",25000,"Petrol","Manual","First",18.6,1197,81.83,5,5.65,"Hyundai"
"3458",11,"Ahmedabad",71000,"Diesel","Manual","First",18.2,1248,73.8,8,3.25,"Chevrolet"
"3459",9,"Coimbatore",20826,"Petrol","Automatic","First",14.3,1598,103.6,5,7.72,"Skoda"
"3460",8,"Pune",42244,"Diesel","Manual","First",19.67,1582,126.2,5,12,"Hyundai"
"3462",13,"Delhi",62100,"Diesel","Manual","First",11.5,2982,171,7,10.75,"Toyota"
"3463",8,"Coimbatore",44238,"Petrol","Manual","First",18.6,1197,81.83,5,6.72,"Hyundai"
"3464",12,"Coimbatore",91743,"Diesel","Automatic","First",12.07,2967,241.4,7,28.55,"Audi"
"3465",11,"Bangalore",19828,"Diesel","Automatic","Second",17.85,2967,300,4,75,"Porsche"
"3468",12,"Ahmedabad",74002,"Diesel","Automatic","First",16.55,1968,140,5,18.5,"Audi"
"3469",11,"Kolkata",41000,"Petrol","Automatic","First",12.37,2359,198.25,5,6,"Hyundai"
"3470",12,"Hyderabad",83678,"Diesel","Manual","First",22.32,1582,126.32,5,5.5,"Hyundai"
"3471",14,"Pune",91000,"Petrol","Manual","First",18.9,998,67.1,5,2.3,"Maruti"
"3472",8,"Jaipur",50000,"Diesel","Manual","First",24.52,1248,88.5,7,8.7,"Maruti"
"3475",7,"Kochi",41290,"Diesel","Manual","Second",16,2179,140,7,10.94,"Mahindra"
"3476",11,"Delhi",65000,"Diesel","Automatic","First",22.48,1995,190,5,21.26,"BMW"
"3477",8,"Bangalore",16471,"Petrol","Manual","Second",14.28,1798,138.03,5,11.5,"Toyota"
"3478",9,"Pune",54339,"Diesel","Manual","Second",22.54,1396,88.73,5,6,"Hyundai"
"3479",8,"Hyderabad",24025,"Petrol","Manual","First",18.15,1198,82,6,4.1,"Mahindra"
"3481",14,"Hyderabad",59270,"Petrol","Manual","First",15.7,1172,67,5,2.6,"Fiat"
"3482",12,"Kolkata",40000,"Petrol","Manual","First",18.9,998,67.1,5,2.35,"Maruti"
"3483",12,"Bangalore",155566,"Diesel","Manual","Second",9.5,2835,118.6,6,9.15,"Mitsubishi"
"3484",11,"Chennai",42320,"Petrol","Manual","First",19.4,1198,86.8,5,2.9,"Honda"
"3485",7,"Coimbatore",24153,"Diesel","Manual","Second",22.54,1396,88.73,5,9.18,"Hyundai"
"3486",8,"Mumbai",27000,"Petrol","Automatic","First",13,1591,121.3,5,11.45,"Hyundai"
"3490",6,"Pune",4500,"Petrol","Automatic","First",18,1497,117.3,5,12.5,"Honda"
"3491",7,"Mumbai",23000,"Diesel","Automatic","First",16,2179,140,7,15.5,"Mahindra"
"3492",13,"Pune",65400,"Petrol","Manual","First",0,1086,110.2736712,5,2.1,"Hyundai"
"3493",11,"Mumbai",80578,"Diesel","Automatic","Second",14.84,2143,170,5,14.5,"Mercedes-Benz"
"3495",10,"Bangalore",30000,"Petrol","Manual","Second",16.47,1198,74,5,5.25,"Volkswagen"
"3498",9,"Jaipur",63310,"Diesel","Manual","First",28.4,1248,74,5,5.1,"Maruti"
"3499",10,"Delhi",66000,"Diesel","Manual","First",25.8,1498,98.6,5,3.5,"Honda"
"3500",13,"Ahmedabad",74000,"Diesel","Automatic","Second",16.07,1995,181,5,12.5,"BMW"
"3501",12,"Hyderabad",93000,"Diesel","Manual","First",23.5,1396,88.7,5,5.55,"Hyundai"
"3502",9,"Delhi",70000,"Diesel","Automatic","First",11.5,2982,169,7,19.48,"Toyota"
"3504",14,"Chennai",66000,"Petrol","Manual","First",18.6,1199,79.4,5,2.19,"Chevrolet"
"3505",7,"Coimbatore",27417,"Petrol","Automatic","First",18.9,1197,82,5,6.89,"Hyundai"
"3506",13,"Coimbatore",51593,"Petrol","Manual","Second",15.6,1196,70,5,3.47,"Ford"
"3507",16,"Mumbai",86340,"Petrol","Automatic","Second",9.1,2349,171.160636,5,3.25,"Nissan"
"3508",14,"Pune",75000,"Petrol","Manual","First",16.1,1298,88.2,5,2.85,"Maruti"
"3509",8,"Coimbatore",39237,"Diesel","Automatic","First",17.11,1968,174.33,5,25.64,"Audi"
"3512",10,"Chennai",70920,"Diesel","Manual","First",20.14,1498,88.8,5,4.75,"Volkswagen"
"3513",11,"Hyderabad",65280,"Diesel","Manual","First",19.87,1461,83.14,5,5.8,"Nissan"
"3514",8,"Hyderabad",62000,"Diesel","Automatic","First",12.51,2179,187.7,7,44.5,"Land"
"3515",10,"Kochi",44525,"Petrol","Manual","First",18.5,1197,82.9,5,4.65,"Hyundai"
"3516",15,"Jaipur",86863,"Petrol","Manual","First",17,1497,118,5,3.6,"Honda"
"3517",9,"Hyderabad",102626,"Diesel","Manual","First",16,2179,140,7,12.25,"Mahindra"
"3518",7,"Jaipur",45000,"Diesel","Manual","First",16.3,1956,170,5,20,"Jeep"
"3519",7,"Jaipur",22000,"Diesel","Manual","First",16,2179,140,7,16,"Mahindra"
"3520",13,"Coimbatore",108905,"Diesel","Automatic","Second",11.79,2179,120,8,6.21,"Mahindra"
"3521",8,"Kolkata",12800,"Petrol","Manual","First",19.44,1198,67,7,3.25,"Datsun"
"3522",8,"Kolkata",32000,"Diesel","Manual","First",15.4,2179,120,7,9.75,"Mahindra"
"3523",10,"Mumbai",39000,"Petrol","Automatic","First",15.5,1198,86.7,5,4.45,"Honda"
"3524",7,"Pune",42000,"Diesel","Manual","First",25.6,1498,98.6,5,12,"Honda"
"3525",16,"Chennai",73000,"Petrol","Manual","First",14.4,1396,65,5,0.8,"Tata"
"3526",6,"Chennai",48000,"Diesel","Manual","First",24,1186,73.97,5,5.95,"Hyundai"
"3527",9,"Pune",18000,"CNG","Manual","First",33.44,796,40.3,4,3,"Maruti"
"3528",10,"Kolkata",19000,"Petrol","Manual","First",17.43,1396,105.5,5,5.25,"Hyundai"
"3531",9,"Chennai",48000,"Diesel","Automatic","First",16.96,1968,138.03,5,13.5,"Volkswagen"
"3533",11,"Ahmedabad",80000,"Diesel","Automatic","Second",11.18,2696,184,7,9.5,"Mahindra"
"3534",13,"Chennai",37000,"Petrol","Manual","First",15.04,1598,103.6,5,4.8,"Volkswagen"
"3536",12,"Delhi",52000,"Petrol","Manual","First",16.47,1198,73.9,5,3.1,"Volkswagen"
"3538",15,"Kolkata",45000,"Petrol","Manual","Second",14.53,1798,138.1,5,3.3,"Toyota"
"3539",9,"Bangalore",74000,"Diesel","Manual","First",20.77,1248,88.8,7,8.75,"Maruti"
"3540",11,"Hyderabad",89000,"Petrol","Automatic","First",19.2,1197,80,5,4.19,"Hyundai"
"3541",5,"Kochi",13414,"Diesel","Automatic","First",17.9,2143,136,5,30.77,"Mercedes-Benz"
"3543",6,"Jaipur",15900,"Petrol","Manual","First",18.15,1198,82,6,6.25,"Mahindra"
"3544",13,"Delhi",151000,"Diesel","Manual","First",11.5,2982,171,7,11.4,"Toyota"
"3547",11,"Coimbatore",65287,"Diesel","Manual","First",20,1399,68.05,5,4.45,"Ford"
"3549",17,"Hyderabad",33000,"Petrol","Manual","First",15.26,1150,74.9,5,1.75,"Chevrolet"
"3550",8,"Hyderabad",71000,"Diesel","Manual","First",25.83,1498,99,5,5.1,"Ford"
"3552",8,"Kolkata",20000,"Petrol","Automatic","First",21.4,1197,83.1,5,5.74,"Maruti"
"3553",14,"Hyderabad",71000,"Petrol","Manual","First",16.1,1197,85,5,3.3,"Maruti"
"3555",8,"Ahmedabad",27000,"Diesel","Automatic","First",21.76,1995,190,5,35,"BMW"
"3557",13,"Mumbai",58000,"Petrol","Manual","Second",17.01,1591,121.3,5,4,"Hyundai"
"3558",6,"Kochi",42203,"Diesel","Manual","First",17.1,1956,170,5,19.46,"Jeep"
"3559",15,"Hyderabad",94000,"Diesel","Automatic","First",11.4,1991,142,5,5.25,"Hyundai"
"3560",11,"Delhi",52000,"CNG","Manual","Second",15.1,1196,73,5,2.6,"Maruti"
"3561",6,"Kolkata",4900,"Diesel","Manual","First",21.5,1497,108.5,5,9.22,"Tata"
"3562",11,"Jaipur",70000,"Petrol","Manual","First",21.1,814,55.2,5,1.8,"Hyundai"
"3563",19,"Hyderabad",100000,"Diesel","Manual","Second",13.5,1405,132.4237038,5,1.3,"Tata"
"3564",9,"Kochi",65266,"Diesel","Automatic","First",14.69,2993,258,5,31.75,"BMW"
"3565",10,"Delhi",54569,"Diesel","Manual","First",20.77,1248,88.76,7,5.99,"Maruti"
"3567",17,"Jaipur",125000,"Petrol","Manual","Third",16.6,1388,68,5,1.5,"Ford"
"3569",17,"Hyderabad",65047,"LPG","Manual","First",17.3,1061,57.5,5,1.95,"Maruti"
"3570",10,"Delhi",22281,"Diesel","Manual","First",20.77,1248,88.8,7,6.5,"Maruti"
"3572",6,"Pune",31000,"Petrol","Manual","First",20.14,1197,81.86,5,5,"Hyundai"
"3573",16,"Ahmedabad",60000,"Petrol","Manual","First",19.81,1086,68.05,5,1.99,"Hyundai"
"3577",6,"Pune",5000,"Petrol","Manual","First",25.17,799,53.3,5,3.5,"Renault"
"3578",12,"Jaipur",60000,"Diesel","Automatic","Second",15.2,1968,140.8,5,16,"Audi"
"3579",9,"Jaipur",50000,"Petrol","Manual","First",22.74,796,47.3,5,2.75,"Maruti"
"3580",9,"Delhi",53000,"Petrol","Manual","First",17.8,1497,117.3,5,6.95,"Honda"
"3581",13,"Delhi",64000,"Petrol","Automatic","Second",11.74,1796,186,5,12.5,"Mercedes-Benz"
"3582",7,"Coimbatore",43827,"Diesel","Automatic","First",13.22,2967,241.4,5,36.83,"Audi"
"3583",13,"Pune",36431,"Petrol","Manual","First",16.2,1199,74,5,2.7,"Volkswagen"
"3586",12,"Coimbatore",88381,"Petrol","Manual","First",17,1497,118,5,5.25,"Honda"
"3587",8,"Kolkata",45194,"Diesel","Manual","First",22.7,1598,118,5,7.75,"Maruti"
"3588",14,"Mumbai",66000,"Petrol","Manual","Second",16.51,1586,103.2,5,2.46,"Maruti"
"3589",10,"Kolkata",38578,"Diesel","Manual","First",23.4,1248,74,5,3.96,"Maruti"
"3590",9,"Chennai",40000,"Diesel","Manual","First",20.77,1248,88.8,7,8.25,"Maruti"
"3591",6,"Coimbatore",20632,"Petrol","Manual","First",18.6,1197,81.83,5,7.58,"Hyundai"
"3592",10,"Hyderabad",73042,"Diesel","Manual","First",24,1120,70,5,3.99,"Hyundai"
"3593",10,"Delhi",54257,"Petrol","Manual","First",17.4,1497,117.3,5,6.25,"Honda"
"3594",11,"Hyderabad",93000,"Diesel","Manual","First",20.5,1598,103.5,5,5,"Skoda"
"3595",19,"Hyderabad",102000,"Diesel","Automatic","Second",11,2987,198.5,5,4.65,"Mercedes-Benz"
"3597",17,"Hyderabad",52195,"Petrol","Manual","First",19.7,796,46.3,5,1.75,"Maruti"
"3599",12,"Kolkata",38000,"Diesel","Manual","First",24.8,1396,88.7,5,4.1,"Hyundai"
"3600",9,"Coimbatore",92885,"Diesel","Manual","First",20,1399,68,5,3.56,"Ford"
"3601",14,"Pune",43000,"Petrol","Manual","Second",17,1497,118,5,4.21,"Honda"
"3602",8,"Coimbatore",70478,"Diesel","Manual","First",17.8,1248,84.7648769,5,6.86,"Maruti"
"3603",9,"Delhi",57000,"Diesel","Manual","First",23.9,1582,126.2,5,6.6,"Hyundai"
"3604",6,"Coimbatore",32434,"Petrol","Automatic","First",13,1591,121.3,5,14.35,"Hyundai"
"3605",7,"Hyderabad",32000,"Diesel","Manual","First",22.7,1498,89.84,5,9.5,"Ford"
"3608",8,"Hyderabad",100000,"Diesel","Manual","First",25.83,1498,99,5,5.1,"Ford"
"3610",14,"Jaipur",135000,"Diesel","Manual","First",13.8,1399,68,5,1.6,"Ford"
"3611",10,"Kochi",54862,"Diesel","Automatic","First",17.68,1968,174.33,5,16.67,"Audi"
"3612",14,"Hyderabad",67758,"Petrol","Manual","First",10.8,2354,110.7135864,5,9.5,"Honda"
"3613",12,"Pune",56200,"Petrol","Automatic","First",15,1396,98.6,5,3.85,"Hyundai"
"3614",13,"Kochi",169006,"Diesel","Manual","First",14.24,2755,174.5,7,10.64,"Toyota"
"3615",8,"Bangalore",20229,"Petrol","Manual","First",25.17,799,53.3,5,3.5,"Renault"
"3616",16,"Chennai",62000,"Petrol","Manual","Third",18,995,62,5,1.1,"Chevrolet"
"3617",13,"Hyderabad",51500,"Petrol","Manual","Second",16.2,1599,103.2,5,2.6,"Hyundai"
"3618",12,"Hyderabad",69000,"Diesel","Automatic","First",18.88,1995,184,5,18.5,"BMW"
"3619",20,"Bangalore",167000,"Petrol","Manual","First",0,1086,110.1460862,5,1.35,"Hyundai"
"3620",9,"Hyderabad",62476,"Diesel","Manual","First",26.59,1248,74,5,7.95,"Maruti"
"3621",7,"Jaipur",60500,"Diesel","Manual","First",25.4,1186,73.97,5,5.49,"Hyundai"
"3622",7,"Mumbai",17978,"Petrol","Automatic","First",19,1199,88.7,5,6.95,"Honda"
"3623",16,"Jaipur",300000,"Diesel","Manual","First",17,1405,70,5,1,"Tata"
"3624",11,"Chennai",123000,"Diesel","Manual","Second",17.8,1399,67,5,4.45,"Ford"
"3625",8,"Kolkata",45296,"Diesel","Manual","First",25.1,1248,88.5,5,6.99,"Maruti"
"3627",6,"Kochi",25858,"Petrol","Automatic","First",21.4,1197,83.1,5,7.54,"Maruti"
"3628",8,"Bangalore",120000,"Diesel","Manual","First",23.2,1248,73.94,5,3.65,"Maruti"
"3629",8,"Ahmedabad",22000,"Diesel","Automatic","First",19.5,1582,126.24,5,16,"Hyundai"
"3630",12,"Kolkata",11000,"Petrol","Manual","First",16.2,995,62.1,5,1.4,"Chevrolet"
"3631",7,"Mumbai",3900,"Petrol","Manual","First",18.6,1197,81.83,5,6.45,"Hyundai"
"3632",8,"Hyderabad",106092,"Diesel","Manual","First",24.4,1120,71,5,4.4,"Hyundai"
"3633",9,"Delhi",27000,"Petrol","Automatic","First",19,1199,88.7,5,5.95,"Honda"
"3634",11,"Ahmedabad",11000,"Petrol","Manual","First",19.4,1198,86.8,5,3.9,"Honda"
"3636",7,"Pune",39800,"Diesel","Manual","First",17.6,2179,153.86,7,14.25,"Tata"
"3637",7,"Pune",73000,"Diesel","Manual","First",24.4,1120,71,5,4.5,"Hyundai"
"3638",9,"Pune",55000,"Diesel","Manual","First",22.7,1498,89.84,5,7.5,"Ford"
"3639",7,"Coimbatore",18351,"Petrol","Automatic","First",21.9,624,37.48,4,3.41,"Tata"
"3640",11,"Pune",45000,"Petrol","Manual","Second",19.4,1198,86.8,5,3.25,"Honda"
"3641",8,"Hyderabad",112200,"Diesel","Manual","First",24.52,1248,88.5,7,8.3,"Maruti"
"3642",14,"Bangalore",29000,"Petrol","Manual","First",20.36,1197,78.9,5,3.45,"Hyundai"
"3644",9,"Mumbai",53392,"Diesel","Manual","First",16,2179,140,7,11.95,"Mahindra"
"3645",14,"Hyderabad",71000,"Diesel","Manual","First",20.54,1598,103.6,5,4.25,"Volkswagen"
"3647",14,"Hyderabad",119000,"Petrol","Manual","First",10.2,2354,180,5,5.95,"Honda"
"3648",8,"Coimbatore",42225,"Petrol","Manual","First",15.1,1196,73,7,4.3,"Maruti"
"3649",12,"Ahmedabad",65000,"Diesel","Manual","First",22.9,1248,74,5,3.9,"Maruti"
"3652",10,"Chennai",51000,"Petrol","Manual","First",19.1,1197,82,5,3.85,"Hyundai"
"3653",7,"Hyderabad",10000,"Diesel","Automatic","First",19.27,2143,167.62,5,36,"Mercedes-Benz"
"3656",5,"Kochi",12076,"Petrol","Manual","First",20.89,1197,81.8,5,5.5,"Maruti"
"3657",8,"Chennai",49000,"Diesel","Manual","First",25.2,1248,74,5,5.9,"Maruti"
"3658",9,"Mumbai",42366,"Petrol","Manual","First",17.8,1497,117.3,5,7.75,"Honda"
"3660",16,"Hyderabad",122397,"Diesel","Manual","First",17.5,1896,106,5,4.4,"Skoda"
"3661",7,"Coimbatore",50534,"Petrol","Automatic","First",17.21,1197,103.5,5,8.27,"Volkswagen"
"3663",16,"Hyderabad",73095,"Petrol","Automatic","First",16.8,1497,118,5,3.8,"Honda"
"3665",8,"Pune",13436,"Petrol","Manual","Second",18.9,1197,82,5,4.7,"Hyundai"
"3666",16,"Pune",76000,"Petrol","Manual","Second",16.6,1388,68,5,1.49,"Ford"
"3667",8,"Mumbai",63141,"Diesel","Manual","Second",24.4,1120,71,5,4.5,"Hyundai"
"3668",10,"Hyderabad",74885,"Diesel","Manual","First",25.8,1498,98.6,5,5.4,"Honda"
"3669",8,"Hyderabad",14000,"Petrol","Automatic","First",18,1497,117.3,5,11.5,"Honda"
"3672",12,"Mumbai",51800,"Petrol","Manual","First",15.5,1586,103.3,5,3.9,"Maruti"
"3673",17,"Hyderabad",81000,"Petrol","Automatic","First",16.4,1497,78,5,3.25,"Honda"
"3676",14,"Delhi",59000,"Diesel","Automatic","First",16.55,1968,140,5,10,"Audi"
"3678",11,"Delhi",51000,"Diesel","Automatic","First",19.08,1582,126.32,5,5.64,"Hyundai"
"3679",5,"Coimbatore",29311,"Diesel","Automatic","First",17.9,2143,170,5,50.97,"Mercedes-Benz"
"3680",8,"Mumbai",31000,"Diesel","Automatic","First",21.76,1995,190,5,29.95,"BMW"
"3681",10,"Mumbai",80000,"Diesel","Manual","Second",24.2,1498,98.6,7,4.85,"Honda"
"3683",13,"Hyderabad",71556,"Petrol","Manual","First",17,1497,118,5,5.5,"Honda"
"3685",8,"Chennai",91000,"Diesel","Manual","First",26.59,1248,74,5,4.5,"Maruti"
"3686",9,"Coimbatore",73187,"Diesel","Automatic","First",13,2143,204,5,30.72,"Mercedes-Benz"
"3690",9,"Kochi",63818,"Petrol","Manual","First",17.4,1497,117.3,5,6.57,"Honda"
"3691",10,"Kolkata",40000,"Diesel","Automatic","First",17.11,1968,174.33,5,17.5,"Audi"
"3692",11,"Delhi",77445,"Diesel","Manual","First",22.07,1199,73.9,5,3.75,"Volkswagen"
"3693",7,"Pune",14000,"Petrol","Automatic","First",14.8,1497,121.36,5,9.99,"Ford"
"3694",12,"Kolkata",85122,"Diesel","Manual","First",12.99,2494,100,7,8.2,"Toyota"
"3695",19,"Jaipur",123000,"Petrol","Manual","Third",13,1493,100,5,1.1,"Honda"
"3696",9,"Kochi",61000,"CNG","Manual","First",22.1,1586,85.7,5,3.89,"Maruti"
"3697",9,"Chennai",63714,"Petrol","Manual","First",24.7,796,47.3,5,2.45,"Maruti"
"3699",7,"Kolkata",60000,"Diesel","Manual","First",26.59,1248,74,5,3,"Maruti"
"3700",7,"Ahmedabad",33000,"Diesel","Manual","First",24.3,1248,88.5,5,9.25,"Maruti"
"3701",11,"Mumbai",31000,"Diesel","Automatic","First",13.2,2400,215,5,17.65,"Volvo"
"3702",10,"Delhi",79000,"Diesel","Automatic","First",12.55,2982,168.5,7,18.25,"Toyota"
"3704",9,"Bangalore",58970,"Diesel","Automatic","First",17.11,1968,174.33,5,23.75,"Audi"
"3706",7,"Coimbatore",35225,"Petrol","Automatic","First",23.1,998,67.04,5,5.25,"Maruti"
"3707",19,"Delhi",69496,"Petrol","Manual","First",15.9,1298,112.234047,5,1.1,"Maruti"
"3708",12,"Delhi",62282,"Petrol","Automatic","First",16.95,1197,78.9,5,2.9,"Hyundai"
"3710",6,"Kochi",43698,"Petrol","Manual","First",18.9,1197,82,5,5.8,"Hyundai"
"3711",7,"Coimbatore",28052,"Petrol","Automatic","First",18.9,1197,82,5,7.22,"Hyundai"
"3712",8,"Coimbatore",29091,"Petrol","Manual","First",18.9,1197,81.86,5,4.87,"Hyundai"
"3714",17,"Hyderabad",91000,"Petrol","Manual","Second",17.7,1497,78,5,3,"Honda"
"3715",10,"Hyderabad",30000,"Diesel","Automatic","First",17.9,2143,136,5,26,"Mercedes-Benz"
"3716",7,"Hyderabad",24571,"Petrol","Manual","First",14,796,35,5,2.9,"Maruti"
"3717",10,"Bangalore",45000,"Petrol","Automatic","First",15.74,1591,121.3,5,7.5,"Hyundai"
"3719",7,"Coimbatore",26927,"Diesel","Manual","First",24.3,1248,88.5,5,11.39,"Maruti"
"3720",11,"Kochi",87736,"Diesel","Manual","First",15.1,2179,140,7,7.02,"Mahindra"
"3722",7,"Kochi",51612,"Petrol","Manual","First",18.6,1197,81.83,5,7.11,"Hyundai"
"3723",26,"Mumbai",55300,"Diesel","Automatic","First",10,1796,157.7,5,3.9,"Mercedes-Benz"
"3725",11,"Kolkata",40000,"Petrol","Manual","First",18,1198,86.7,5,3.25,"Honda"
"3726",9,"Kochi",38467,"Diesel","Automatic","First",12.65,2993,255,5,70.66,"Land"
"3727",11,"Mumbai",71904,"Diesel","Manual","First",24,1120,70,5,4.61,"Hyundai"
"3728",16,"Mumbai",87000,"Petrol","Manual","First",13.5,1799,130,5,2.35,"Honda"
"3729",10,"Chennai",33000,"Diesel","Manual","Second",24,1120,70,5,4.05,"Hyundai"
"3730",15,"Jaipur",22100,"Petrol","Manual","Second",16.1,796,37,4,0.8,"Maruti"
"3732",9,"Delhi",44000,"Diesel","Manual","First",22.54,1396,88.73,5,5.35,"Hyundai"
"3733",7,"Mumbai",12000,"Petrol","Manual","First",24.07,998,67.1,5,3.25,"Maruti"
"3734",12,"Pune",66000,"Diesel","Automatic","Second",17.05,1995,184,5,11.5,"BMW"
"3735",8,"Pune",38009,"Petrol","Automatic","First",23.1,998,67.04,5,4.25,"Maruti"
"3738",10,"Delhi",86000,"Diesel","Manual","First",15.1,2179,140,7,7.85,"Mahindra"
"3740",7,"Mumbai",15000,"Petrol","Manual","First",18.88,999,123.24,5,8,"Ford"
"3742",12,"Pune",39000,"Petrol","Manual","First",18.5,1197,80,5,2.75,"Hyundai"
"3744",15,"Hyderabad",85000,"Diesel","Automatic","First",11,2987,198.5,5,9.99,"Mercedes-Benz"
"3745",7,"Chennai",46663,"Petrol","Manual","First",21.1,998,100,5,6.95,"Maruti"
"3746",9,"Chennai",27000,"Petrol","Automatic","First",17.97,1498,99.6,5,6.75,"Nissan"
"3747",9,"Chennai",15000,"Petrol","Automatic","First",18.9,1197,82,5,5.5,"Hyundai"
"3748",6,"Kochi",10575,"Petrol","Manual","First",21.56,1462,103.25,5,9.18,"Maruti"
"3749",10,"Jaipur",12500,"Petrol","Manual","First",19.1,1197,82,5,4.15,"Hyundai"
"3750",12,"Ahmedabad",52000,"Diesel","Manual","First",22.32,1582,126.32,5,6.5,"Hyundai"
"3752",16,"Hyderabad",90000,"Diesel","Manual","Second",16.8,1493,110,5,2.25,"Hyundai"
"3754",11,"Pune",167362,"Diesel","Manual","First",11.68,2498,112,7,4,"Mahindra"
"3755",9,"Coimbatore",49894,"Diesel","Manual","First",23.59,1364,67.06,5,5.27,"Toyota"
"3756",5,"Kochi",13024,"Diesel","Manual","First",18.06,2523,63,7,9.11,"Mahindra"
"3757",14,"Pune",128000,"Diesel","Manual","Second",14.42,1995,147.6,5,6.2,"Nissan"
"3758",7,"Kochi",26023,"Diesel","Automatic","First",11.36,2755,171.5,7,19.97,"Toyota"
"3759",8,"Delhi",42784,"Diesel","Manual","First",21.38,1396,88.7,5,10.17,"Hyundai"
"3760",10,"Pune",115000,"Diesel","Manual","First",28.4,1248,74,5,4.5,"Maruti"
