"","X","Year","Age","Name","Location","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","New_Price"
"1189",1199,2018,6,"Maruti Vitara Brezza ZDi Plus AMT","Mumbai",3800,"Diesel","Automatic","First",24.3,1248,88.5,5,12.46
"1190",1200,2009,15,"Ford Fiesta 1.4 Duratec EXI","Coimbatore",44702,"Petrol","Manual","First",16.6,1388,68,5,7.13811533848328
"1191",1201,2017,7,"Maruti Dzire AMT VDI","Delhi",14300,"Diesel","Automatic","First",28.4,1248,73.75,5,9.11
"1192",1202,2018,6,"Honda City i-VTEC VX","Coimbatore",31542,"Petrol","Manual","First",17.4,1497,117.3,5,12.68
"1193",1203,2015,9,"Maruti Celerio VXI AT","Chennai",31717,"Petrol","Automatic","First",23.1,998,67.04,5,7.84446261479008
"1194",1204,2011,13,"Chevrolet Captiva LT","Kochi",99120,"Diesel","Manual","First",11.5,1991,147.9,7,23.6506308227027
"1195",1205,2016,8,"Datsun GO T Petrol","Chennai",36000,"Petrol","Manual","First",19.83,1198,67,5,5.53
"1196",1206,2010,14,"Skoda Superb Petrol Ambition","Delhi",40000,"Petrol","Manual","First",13.1,1798,157.8,5,18.23866387449
"1197",1207,2014,10,"Hyundai Santro Xing GL","Ahmedabad",41000,"Petrol","Manual","First",0,1086,62,5,4.94165178282378
"1198",1208,2007,17,"Mahindra Renault Logan 1.5 DLE Diesel","Chennai",160000,"Diesel","Manual","Second",19.2,1461,65,5,9.6030491411764
"1199",1209,2016,8,"Tata Tiago 1.05 Revotorq XT Option","Pune",41413,"Diesel","Manual","First",27.28,1047,69,5,7.06
"1200",1210,2011,13,"Volkswagen Vento Petrol Highline AT","Mumbai",67500,"Petrol","Automatic","Second",14.4,1598,103.6,5,25.7798143756864
"1201",1211,2014,10,"Hyundai i20 1.2 Spotz","Pune",30315,"Petrol","Manual","First",18.6,1197,81.83,5,7.0510505559116
"1202",1212,2017,7,"Ford EcoSport 1.5 Petrol Ambiente","Kochi",39015,"Petrol","Manual","First",17,1497,121.36,5,8.79
"1203",1213,2018,6,"Jeep Compass 1.4 Sport","Mumbai",6000,"Petrol","Manual","First",16,1368,160,5,18.16
"1204",1214,2014,10,"Audi A4 2.0 TDI","Bangalore",21143,"Diesel","Automatic","First",16.55,1968,147.51,5,47.6800817128117
"1205",1215,2013,11,"Hyundai Verna 1.6 SX VTVT (O)","Kochi",42203,"Petrol","Manual","First",17.1,1591,121.3,5,12.4382301340777
"1206",1216,2017,7,"Maruti Vitara Brezza ZDi","Kochi",21380,"Diesel","Manual","First",24.3,1248,88.5,5,10.57
"1207",1217,2018,6,"Hyundai Elite i20 Magna Plus","Kochi",23955,"Petrol","Manual","First",18.6,1197,81.86,5,7.08
"1208",1218,2013,11,"Honda Amaze S i-Dtech","Kolkata",38568,"Diesel","Manual","First",25.8,1498,98.6,5,12.432480286051
"1209",1219,2011,13,"Audi A4 2.0 TDI","Hyderabad",64000,"Diesel","Automatic","First",16.55,1968,147.51,5,46.596977827714
"1210",1220,2014,10,"Honda Amaze VX AT i-Vtech","Hyderabad",57000,"Petrol","Automatic","First",15.5,1198,86.7,5,14.7624000437179
"1211",1221,2017,7,"Honda Jazz 1.5 V i DTEC","Coimbatore",44556,"Diesel","Manual","First",27.3,1498,98.6,5,12.9403200541792
"1212",1222,2012,12,"BMW 5 Series 525d Sedan","Delhi",80000,"Diesel","Automatic","First",16.73,2993,218,5,51.1723299383238
"1213",1223,2015,9,"Hyundai Grand i10 Asta Option","Kolkata",39000,"Petrol","Manual","First",18.9,1197,82,5,7.0392700539787
"1214",1224,2015,9,"Renault Duster 85PS Diesel RxL","Chennai",70000,"Diesel","Manual","First",19.87,1461,83.8,5,9.87303413132079
"1215",1225,2009,15,"Chevrolet Aveo 1.4 LS","Pune",45463,"Petrol","Manual","First",14.49,1399,92.7,5,9.17764585597709
"1216",1226,2015,9,"Honda Amaze S i-Vtech","Kochi",44776,"Petrol","Manual","First",18,1198,86.7,5,6.93813617430508
"1217",1227,2016,8,"Hyundai Grand i10 AT Asta","Coimbatore",18242,"Petrol","Automatic","First",18.9,1197,82,5,8.25583872868609
"1218",1228,2015,9,"Hyundai EON D Lite Plus","Coimbatore",21190,"Petrol","Manual","First",21.1,814,55.2,5,4.3219246336351
"1219",1229,2011,13,"Volkswagen Vento Diesel Trendline","Hyderabad",89411,"Diesel","Manual","First",20.54,1598,103.6,5,13.7103890961119
"1220",1230,2015,9,"Volkswagen Polo GT TSI","Mumbai",59000,"Petrol","Automatic","First",17.21,1197,103.6,5,17.7190700602603
"1221",1231,2012,12,"Nissan Micra Diesel XV","Kolkata",28000,"Diesel","Manual","First",23.08,1461,63.1,5,9.50680746258601
"1222",1232,2013,11,"Volkswagen Polo GT TSI","Pune",52262,"Petrol","Automatic","Third",17.2,1197,103.6,5,18.4191567446519
"1223",1233,2014,10,"Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Kochi",72443,"Diesel","Automatic","First",10,2148,170,5,52.5085060601234
